category,event,gender,NOC,name,dob,age,ht_in,wt_lbs,medal
TeamSports,Football,Men,ALL,M Soccer-BRA Team,1997-12-15 00:00:00,23.799999237060547,70.3,159.0,No
TeamSports,Football,Men,ESP,SIMON Unai,1997-06-11 00:00:00,24.200000762939453,76.0,190.0,No
TeamSports,Football,Men,ESP,VILLAR Ivan,1997-07-09 00:00:00,24.100000381469727,70.9,168.0,No
TeamSports,Football,Men,ESP,FERNANDEZ Alvaro,1998-04-13 00:00:00,23.200000762939453,72.8,nan,No
TeamSports,Football,Men,ESP,MINGUEZA Oscar,1999-05-13 00:00:00,22.200000762939453,72.8,nan,No
TeamSports,Football,Men,ESP,CUCURELLA Marc,1998-07-22 00:00:00,23.100000381469727,68.9,nan,No
TeamSports,Football,Men,ESP,TORRES Pau,1997-01-16 00:00:00,24.600000381469727,74.8,176.0,No
TeamSports,Football,Men,ESP,VALLEJO Jesus,1997-01-05 00:00:00,24.600000381469727,70.9,nan,No
TeamSports,Football,Men,ESP,ZUBIMENDI Martin,1999-02-02 00:00:00,22.5,70.9,nan,No
TeamSports,Football,Men,ESP,ASENSIO Marco,1996-01-21 00:00:00,25.600000381469727,70.9,168.0,No
TeamSports,Football,Men,ESP,MERINO Mikel,1996-06-22 00:00:00,25.100000381469727,70.9,nan,No
TeamSports,Football,Men,ESP,MIR Rafa,1997-06-18 00:00:00,24.200000762939453,70.9,nan,No
TeamSports,Football,Men,ESP,CEBALLOS Dani,1996-08-07 00:00:00,25.0,69.3,143.0,No
TeamSports,Football,Men,ESP,OYARZABAL Mikel,1997-04-21 00:00:00,24.200000762939453,70.9,nan,No
TeamSports,Football,Men,ESP,GARCIA Eric,2001-01-09 00:00:00,20.600000381469727,69.3,166.0,No
TeamSports,Football,Men,ESP,SOLER Carlos,1997-01-02 00:00:00,24.600000381469727,69.3,159.0,No
TeamSports,Football,Men,ESP,MONCAYOLA Jon,1998-05-13 00:00:00,23.200000762939453,70.9,nan,No
TeamSports,Football,Men,ESP,GONZALEZ Pedri,2002-11-25 00:00:00,18.700000762939453,68.9,132.0,No
TeamSports,Football,Men,ESP,PUADO Javier,1998-05-25 00:00:00,23.200000762939453,69.7,153.0,No
TeamSports,Football,Men,ESP,GIL Oscar,1998-04-26 00:00:00,23.200000762939453,70.9,nan,No
TeamSports,Football,Men,ESP,OLMO Dani,1998-05-07 00:00:00,23.200000762939453,72.8,nan,No
TeamSports,Football,Men,ESP,MIRANDA Juan,2000-01-19 00:00:00,21.600000381469727,72.8,nan,No
TeamSports,Football,Men,ESP,GIL Bryan,2001-02-11 00:00:00,20.5,68.9,nan,No
TeamSports,Football,Men,MEX,MALAGON Luis,1997-03-02 00:00:00,24.5,71.3,173.8,No
TeamSports,Football,Men,MEX,OCHOA Guillermo,1985-07-13 00:00:00,36.0,72.0,nan,No
TeamSports,Football,Men,MEX,JURADO Sebastian,1997-09-28 00:00:00,23.799999237060547,74.0,nan,No
TeamSports,Football,Men,MEX,SANCHEZ Jorge,1997-12-10 00:00:00,23.700000762939453,68.9,168.0,No
TeamSports,Football,Men,MEX,MONTES Cesar,1997-02-24 00:00:00,24.5,75.2,nan,No
TeamSports,Football,Men,MEX,ANGULO Jesus,1998-01-30 00:00:00,23.5,70.1,nan,No
TeamSports,Football,Men,MEX,VASQUEZ Johan,1998-10-22 00:00:00,22.700000762939453,71.7,nan,No
TeamSports,Football,Men,MEX,LORONA Vladimir,1998-11-16 00:00:00,22.700000762939453,70.9,nan,No
TeamSports,Football,Men,MEX,ROMO Luis,1995-06-05 00:00:00,26.200000762939453,72.0,185.0,No
TeamSports,Football,Men,MEX,RODRIGUEZ Carlos,1997-01-03 00:00:00,24.600000381469727,68.1,146.0,No
TeamSports,Football,Men,MEX,MARTIN Henry,1992-11-18 00:00:00,28.700000762939453,70.9,161.0,No
TeamSports,Football,Men,MEX,LAINEZ Diego,2000-06-09 00:00:00,21.200000762939453,66.1,128.0,No
TeamSports,Football,Men,MEX,VEGA Alexis,1997-11-25 00:00:00,23.700000762939453,68.9,nan,No
TeamSports,Football,Men,MEX,MORA Adrian,1997-08-15 00:00:00,24.0,72.8,nan,No
TeamSports,Football,Men,MEX,AGUIRRE Erick,1997-02-23 00:00:00,24.5,67.3,nan,No
TeamSports,Football,Men,MEX,ANTUNA Uriel,1997-08-21 00:00:00,24.0,65.7,nan,No
TeamSports,Football,Men,MEX,ESQUIVEL Joaquin,1998-01-07 00:00:00,23.600000381469727,68.1,nan,No
TeamSports,Football,Men,MEX,CORDOVA Sebastian,1997-06-12 00:00:00,24.200000762939453,68.9,146.0,No
TeamSports,Football,Men,MEX,AGUIRRE Eduardo,1998-08-03 00:00:00,23.0,69.3,nan,No
TeamSports,Football,Men,MEX,ANGULO Ricardo,1997-02-20 00:00:00,24.5,66.9,nan,No
TeamSports,Football,Men,MEX,BELTRAN Fernando,1998-05-08 00:00:00,23.200000762939453,65.0,nan,No
TeamSports,Football,Men,MEX,ALVARADO Roberto,1998-09-07 00:00:00,22.799999237060547,69.3,nan,No
TeamSports,Football,Men,ALL,M Soccer-outfield,NaT,23.799999237060547,70.1,157.1,No
TeamSports,Football,Men,ALL,M Soccer-keepers,NaT,nan,73.2,179.3,No
TeamSports,Football,Women,CAN,LABBE Stephanie,1986-10-10 00:00:00,34.900001525878906,70.1,nan,No
TeamSports,Football,Women,CAN,SHERIDAN Kailen,1995-07-16 00:00:00,26.100000381469727,69.3,nan,No
TeamSports,Football,Women,CAN,McLEOD Erin,1983-02-26 00:00:00,38.5,68.5,nan,No
TeamSports,Football,Women,CAN,CHAPMAN Allysha,1989-01-25 00:00:00,32.5,63.0,nan,No
TeamSports,Football,Women,CAN,BUCHANAN Kadeisha,1995-11-05 00:00:00,25.700000762939453,66.9,nan,No
TeamSports,Football,Women,CAN,ZADORSKY Shelina,1992-10-24 00:00:00,28.700000762939453,67.7,nan,No
TeamSports,Football,Women,CAN,QUINN,1995-08-11 00:00:00,26.0,68.9,nan,No
TeamSports,Football,Women,CAN,ROSE Deanne,1999-03-03 00:00:00,22.299999237060547,64.2,nan,No
TeamSports,Football,Women,CAN,GROSSO Julia,2000-08-29 00:00:00,21.0,66.9,nan,No
TeamSports,Football,Women,CAN,RIVIERE Jayde,2001-01-22 00:00:00,20.600000381469727,64.2,nan,No
TeamSports,Football,Women,CAN,LEON Adriana,1992-10-02 00:00:00,28.799999237060547,63.0,nan,No
TeamSports,Football,Women,CAN,LAWRENCE Ashley,1995-06-11 00:00:00,26.200000762939453,64.6,nan,No
TeamSports,Football,Women,CAN,SCOTT Desiree,1987-07-31 00:00:00,34.0,61.4,nan,No
TeamSports,Football,Women,CAN,SINCLAIR Christine,1983-06-12 00:00:00,38.20000076293945,69.3,148.0,No
TeamSports,Football,Women,CAN,VIENS Evelyne,1997-02-06 00:00:00,24.5,68.1,nan,No
TeamSports,Football,Women,CAN,GILLES Vanessa,1996-03-11 00:00:00,25.299999237060547,66.9,nan,No
TeamSports,Football,Women,CAN,PRINCE Nichelle,1995-02-19 00:00:00,26.5,64.2,nan,No
TeamSports,Football,Women,CAN,BECKIE Janine,1994-08-20 00:00:00,27.0,68.1,nan,No
TeamSports,Football,Women,CAN,FLEMING Jessie,1998-03-11 00:00:00,23.299999237060547,64.6,nan,No
TeamSports,Football,Women,CAN,HUITEMA Jordyn,2001-05-08 00:00:00,20.200000762939453,71.3,nan,No
TeamSports,Football,Women,CAN,SCHMIDT Sophie,1988-06-28 00:00:00,33.0,67.7,nan,No
TeamSports,Football,Women,CAN,CARLE Gabrielle,1998-10-12 00:00:00,22.700000762939453,66.1,nan,No
TeamSports,Football,Women,SWE,LINDAHL Hedvig,1983-04-29 00:00:00,38.20000076293945,70.5,nan,No
TeamSports,Football,Women,SWE,FALK Jennifer,1993-04-26 00:00:00,28.200000762939453,67.3,nan,No
TeamSports,Football,Women,SWE,MUSOVIC Zecira,1996-05-26 00:00:00,25.200000762939453,70.1,nan,No
TeamSports,Football,Women,SWE,ANDERSSON Jonna,1993-01-02 00:00:00,28.600000381469727,65.7,nan,No
TeamSports,Football,Women,SWE,KULLBERG Emma,1991-09-25 00:00:00,29.799999237060547,66.9,nan,No
TeamSports,Football,Women,SWE,GLAS Hanna,1993-04-16 00:00:00,28.200000762939453,67.7,nan,No
TeamSports,Football,Women,SWE,BENNISON Hanna,2002-10-16 00:00:00,18.700000762939453,59.8,nan,No
TeamSports,Football,Women,SWE,ERIKSSON Magdalena,1993-09-08 00:00:00,27.799999237060547,67.7,nan,No
TeamSports,Football,Women,SWE,JANOGY Madelen,1995-11-12 00:00:00,25.700000762939453,64.6,nan,No
TeamSports,Football,Women,SWE,HURTIG Lina,1995-09-05 00:00:00,25.799999237060547,70.9,nan,No
TeamSports,Football,Women,SWE,ASLLANI Kosovare,1989-07-29 00:00:00,32.0,65.4,nan,No
TeamSports,Football,Women,SWE,JAKOBSSON Sofia,1990-04-23 00:00:00,31.200000762939453,68.5,nan,No
TeamSports,Football,Women,SWE,BLACKSTENIUS Stina,1996-02-05 00:00:00,25.5,68.5,nan,No
TeamSports,Football,Women,SWE,ILESTEDT Amanda,1993-01-17 00:00:00,28.600000381469727,70.1,nan,No
TeamSports,Football,Women,SWE,BJORN Nathalie,1997-05-04 00:00:00,24.200000762939453,68.5,nan,No
TeamSports,Football,Women,SWE,SCHOUGH Olivia,1991-03-11 00:00:00,30.299999237060547,67.7,nan,No
TeamSports,Football,Women,SWE,ANGELDAL Filippa,1997-07-14 00:00:00,24.100000381469727,66.9,nan,No
TeamSports,Football,Women,SWE,SEGER Caroline,1985-03-19 00:00:00,36.400001525878906,68.1,nan,No
TeamSports,Football,Women,SWE,ROLFO Fridolina,1993-11-24 00:00:00,27.700000762939453,70.1,nan,No
TeamSports,Football,Women,SWE,ANVEGARD Anna,1997-05-10 00:00:00,24.200000762939453,65.7,nan,No
TeamSports,Football,Women,SWE,RODDAR Julia,1992-02-16 00:00:00,29.5,65.7,nan,No
TeamSports,Football,Women,SWE,BLOMQVIST Rebecka,1997-07-24 00:00:00,24.100000381469727,65.7,nan,No
TeamSports,Football,Women,USA,NAEHER Alyssa,1988-04-20 00:00:00,33.20000076293945,68.9,nan,No
TeamSports,Football,Women,USA,FRANCH Adrianna,1990-11-12 00:00:00,30.700000762939453,68.5,nan,No
TeamSports,Football,Women,USA,CAMPBELL Jane,1995-02-17 00:00:00,26.5,68.9,nan,No
TeamSports,Football,Women,USA,DUNN Crystal,1992-07-03 00:00:00,29.100000381469727,61.8,nan,No
TeamSports,Football,Women,USA,MEWIS Samantha,1992-10-09 00:00:00,28.700000762939453,70.9,nan,No
TeamSports,Football,Women,USA,SAUERBRUNN Becky,1985-06-06 00:00:00,36.20000076293945,66.9,nan,No
TeamSports,Football,Women,USA,O'HARA Kelley,1988-08-04 00:00:00,33.0,65.0,nan,No
TeamSports,Football,Women,USA,MEWIS Kristie,1991-02-25 00:00:00,30.5,66.9,nan,No
TeamSports,Football,Women,USA,HEATH Tobin,1988-05-29 00:00:00,33.20000076293945,63.8,nan,No
TeamSports,Football,Women,USA,ERTZ Julie,1992-04-06 00:00:00,29.299999237060547,66.9,nan,No
TeamSports,Football,Women,USA,HORAN Lindsey,1994-05-26 00:00:00,27.200000762939453,68.9,nan,No
TeamSports,Football,Women,USA,LLOYD Carli,1982-07-16 00:00:00,39.0,67.7,nan,No
TeamSports,Football,Women,USA,PRESS Christen,1988-12-29 00:00:00,32.5,66.9,nan,No
TeamSports,Football,Women,USA,DAVIDSON Tierna,1998-09-19 00:00:00,22.799999237060547,69.7,nan,No
TeamSports,Football,Women,USA,MORGAN Alex,1989-07-02 00:00:00,32.0,66.9,nan,No
TeamSports,Football,Women,USA,SONNETT Emily,1993-11-25 00:00:00,27.700000762939453,66.9,nan,No
TeamSports,Football,Women,USA,RAPINOE Megan,1985-07-05 00:00:00,36.0,65.7,nan,No
TeamSports,Football,Women,USA,LAVELLE Rose,1995-05-14 00:00:00,26.200000762939453,63.8,nan,No
TeamSports,Football,Women,USA,DAHLKEMPER Abby,1993-05-13 00:00:00,28.200000762939453,66.9,nan,No
TeamSports,Football,Women,USA,MACARIO Catarina,1999-10-04 00:00:00,21.799999237060547,65.0,nan,No
TeamSports,Football,Women,USA,KRUEGER Casey,1990-08-23 00:00:00,31.0,66.1,nan,No
TeamSports,Football,Women,USA,WILLIAMS Lynn,1993-05-21 00:00:00,28.200000762939453,68.1,nan,No
TeamSports,Football,Women,GBR,ROEBUCK Ellie,1999-09-23 00:00:00,21.799999237060547,68.5,nan,No
TeamSports,Football,Women,GBR,TELFORD Carly,1987-07-07 00:00:00,34.0,68.5,nan,No
TeamSports,Football,Women,GBR,MACIVER Sandy,1998-06-18 00:00:00,23.200000762939453,69.3,nan,No
TeamSports,Football,Women,GBR,BRONZE Lucy,1991-10-28 00:00:00,29.700000762939453,67.3,nan,No
TeamSports,Football,Women,GBR,STOKES Demi,1991-12-12 00:00:00,29.700000762939453,62.6,nan,No
TeamSports,Football,Women,GBR,WALSH Keira,1997-04-08 00:00:00,24.299999237060547,65.7,nan,No
TeamSports,Football,Women,GBR,HOUGHTON Steph,1988-04-23 00:00:00,33.20000076293945,68.5,nan,No
TeamSports,Football,Women,GBR,INGLE Sophie,1991-09-02 00:00:00,30.0,65.7,nan,No
TeamSports,Football,Women,GBR,PARRIS Nikita,1994-03-10 00:00:00,27.299999237060547,63.8,nan,No
TeamSports,Football,Women,GBR,LITTLE Kim,1990-06-29 00:00:00,31.100000381469727,64.2,nan,No
TeamSports,Football,Women,GBR,WHITE Ellen,1989-05-09 00:00:00,32.20000076293945,66.9,nan,No
TeamSports,Football,Women,GBR,KIRBY Fran,1993-06-29 00:00:00,28.100000381469727,62.2,nan,No
TeamSports,Football,Women,GBR,WEIR Caroline,1995-06-20 00:00:00,26.200000762939453,67.7,nan,No
TeamSports,Football,Women,GBR,DALY Rachel,1991-12-06 00:00:00,29.700000762939453,65.7,nan,No
TeamSports,Football,Women,GBR,BRIGHT Millie,1993-08-21 00:00:00,28.0,70.1,nan,No
TeamSports,Football,Women,GBR,HEMP Lauren,2000-08-07 00:00:00,21.0,64.6,nan,No
TeamSports,Football,Women,GBR,WILLIAMSON Leah,1997-03-29 00:00:00,24.299999237060547,66.9,nan,No
TeamSports,Football,Women,GBR,STANWAY Georgia,1999-01-03 00:00:00,22.600000381469727,63.8,nan,No
TeamSports,Football,Women,GBR,SCOTT Jill,1987-02-02 00:00:00,34.5,71.3,nan,No
TeamSports,Football,Women,GBR,CHARLES Niamh,1999-06-21 00:00:00,22.100000381469727,67.7,nan,No
TeamSports,Football,Women,GBR,TOONE Ella,1999-09-02 00:00:00,21.799999237060547,64.2,nan,No
TeamSports,Football,Women,GBR,WUBBEN-MOY Lotte,1999-01-11 00:00:00,22.600000381469727,70.1,nan,No
TeamSports,Football,Women,NED,van VEENENDAAL Sari,1990-04-03 00:00:00,31.299999237060547,70.9,nan,No
TeamSports,Football,Women,NED,KOP Lize,1998-03-17 00:00:00,23.299999237060547,68.1,nan,No
TeamSports,Football,Women,NED,GEURTS Loes,1986-01-12 00:00:00,35.5,66.1,nan,No
TeamSports,Football,Women,NED,WILMS Lynn,2000-10-03 00:00:00,20.799999237060547,69.3,nan,No
TeamSports,Football,Women,NED,van der GRAGT Stefanie,1992-08-16 00:00:00,29.0,70.1,nan,No
TeamSports,Football,Women,NED,NOUWEN Aniek,1999-03-09 00:00:00,22.299999237060547,68.5,nan,No
TeamSports,Football,Women,NED,van DONGEN Merel,1993-02-11 00:00:00,28.5,66.9,nan,No
TeamSports,Football,Women,NED,ROORD Jill,1997-04-22 00:00:00,24.200000762939453,68.9,nan,No
TeamSports,Football,Women,NED,van de SANDEN Shanice,1992-10-02 00:00:00,28.799999237060547,66.1,nan,No
TeamSports,Football,Women,NED,SMITS Joelle,2000-02-07 00:00:00,21.5,66.1,nan,No
TeamSports,Football,Women,NED,MIEDEMA Vivianne,1996-07-15 00:00:00,25.100000381469727,68.9,nan,No
TeamSports,Football,Women,NED,van de DONK Danielle,1991-08-05 00:00:00,30.0,63.0,nan,No
TeamSports,Football,Women,NED,MARTENS Lieke,1992-12-16 00:00:00,28.700000762939453,66.9,nan,No
TeamSports,Football,Women,NED,FOLKERTSMA Sisca,1997-05-21 00:00:00,24.200000762939453,67.3,nan,No
TeamSports,Football,Women,NED,PELOVA Victoria,1999-06-03 00:00:00,22.200000762939453,64.2,nan,No
TeamSports,Football,Women,NED,GROENEN Jackie van,1994-12-17 00:00:00,26.700000762939453,65.0,nan,No
TeamSports,Football,Women,NED,ES Kika,1991-10-11 00:00:00,29.700000762939453,66.5,nan,No
TeamSports,Football,Women,NED,JANSSEN Dominique,1995-01-17 00:00:00,26.600000381469727,68.9,nan,No
TeamSports,Football,Women,NED,BEERENSTEYN Lineth,1996-10-11 00:00:00,24.700000762939453,63.8,nan,No
TeamSports,Football,Women,NED,JANSEN Renate,1990-12-07 00:00:00,30.700000762939453,65.4,nan,No
TeamSports,Football,Women,NED,KAAGMAN Inessa,1996-04-17 00:00:00,25.200000762939453,66.9,nan,No
TeamSports,Football,Women,ALL,Women-Soccer-outfield,1993-10-08 00:00:00,28.0,66.6,134.5,No
TeamSports,Football,Women,ALL,Women-Soccer-keepers,1992-11-13 00:00:00,28.799999237060547,68.8,139.0,No
TeamSports,Baseball,Men,USA,ALLEN Nick,1998-10-08 00:00:00,22.700000762939453,79.9,nan,No
TeamSports,Baseball,Men,USA,ALVAREZ Eddy,1990-01-30 00:00:00,31.5,68.9,nan,No
TeamSports,Baseball,Men,USA,AUSTIN Tyler,1991-09-06 00:00:00,29.799999237060547,74.0,nan,No
TeamSports,Baseball,Men,USA,CARTER Anthony,1986-04-04 00:00:00,35.400001525878906,75.2,nan,No
TeamSports,Baseball,Men,USA,CASAS Triston,2000-01-15 00:00:00,21.600000381469727,77.2,nan,No
TeamSports,Baseball,Men,USA,DICKSON Brandon,1984-11-03 00:00:00,36.70000076293945,77.2,nan,No
TeamSports,Baseball,Men,USA,FEDEROWICZ Tim,1987-08-05 00:00:00,34.0,70.1,nan,No
TeamSports,Baseball,Men,USA,FILIA Eric,1992-07-06 00:00:00,29.100000381469727,72.0,nan,No
TeamSports,Baseball,Men,USA,FRAZIER Todd,1986-02-12 00:00:00,35.5,75.2,nan,No
TeamSports,Baseball,Men,USA,KOLOZSVARY Mark,1995-09-04 00:00:00,25.799999237060547,68.1,nan,No
TeamSports,Baseball,Men,USA,LOPEZ Jack,1992-12-16 00:00:00,28.700000762939453,70.1,nan,No
TeamSports,Baseball,Men,USA,McGOUGH Scott,1989-10-31 00:00:00,31.700000762939453,70.9,nan,No
TeamSports,Baseball,Men,USA,WESTBROOK Jamie,1995-06-18 00:00:00,26.200000762939453,68.9,nan,No
TeamSports,Baseball,Men,USA,WOODS RICHARDSON Simeon,2000-09-27 00:00:00,20.799999237060547,75.2,nan,No
TeamSports,Baseball,Men,USA,STARLING Bubba,1992-08-03 00:00:00,29.0,76.0,nan,No
TeamSports,Baseball,Men,USA,RYAN Ryder,1995-05-11 00:00:00,26.200000762939453,74.0,nan,No
TeamSports,Baseball,Men,USA,ROBERTSON David,1985-04-09 00:00:00,36.400001525878906,70.9,nan,No
TeamSports,Baseball,Men,USA,GOSE Anthony,1990-08-10 00:00:00,31.0,72.0,nan,No
TeamSports,Baseball,Men,USA,JACKSON JR Edwin,1983-09-09 00:00:00,37.900001525878906,74.0,nan,No
TeamSports,Baseball,Men,USA,MARTINEZ Nick,1990-08-05 00:00:00,31.0,68.1,nan,No
TeamSports,Baseball,Men,USA,KIVLEHAN Patrick,1989-12-22 00:00:00,31.600000381469727,74.0,nan,No
TeamSports,Baseball,Men,USA,KAZMIR Scott,1984-01-24 00:00:00,37.5,72.0,nan,No
TeamSports,Baseball,Men,USA,BAZ Shane,1999-06-17 00:00:00,22.200000762939453,74.0,nan,No
TeamSports,Baseball,Men,USA,RYAN Joe,1996-06-05 00:00:00,25.200000762939453,74.0,nan,No
TeamSports,Baseball,Men,ALL,M Baseball USA,NaT,29.799999237060547,73.0,nan,No
TeamSports,Softball,Women,USA,ABBOTT Monica,1985-07-28 00:00:00,36.0,75.2,nan,No
TeamSports,Softball,Women,USA,ARIOTO Valerie,1989-04-10 00:00:00,32.400001525878906,66.9,nan,No
TeamSports,Softball,Women,USA,CARDA Ally,1993-01-15 00:00:00,28.600000381469727,68.1,nan,No
TeamSports,Softball,Women,USA,CHIDESTER Amanda,1990-04-11 00:00:00,31.200000762939453,68.9,nan,No
TeamSports,Softball,Women,USA,AGUILAR Ali,1995-08-28 00:00:00,26.0,66.9,nan,No
TeamSports,Softball,Women,USA,GARCIA Rachel,1997-03-30 00:00:00,24.299999237060547,66.1,nan,No
TeamSports,Softball,Women,USA,MULIPOLA Dejah,1998-02-19 00:00:00,23.5,68.1,nan,No
TeamSports,Softball,Women,USA,Mc CLENEY Haylie,1994-07-11 00:00:00,27.100000381469727,64.2,nan,No
TeamSports,Softball,Women,USA,MOULTRIE Michelle,1990-07-13 00:00:00,31.100000381469727,63.0,nan,No
TeamSports,Softball,Women,USA,MUNRO Aubree,1993-10-04 00:00:00,27.799999237060547,70.1,nan,No
TeamSports,Softball,Women,USA,NICKLES Bubba,1998-03-08 00:00:00,23.299999237060547,68.1,nan,No
TeamSports,Softball,Women,USA,OSTERMAN Cat,1983-04-16 00:00:00,38.20000076293945,74.0,nan,No
TeamSports,Softball,Women,USA,REED Janie,1993-04-15 00:00:00,28.200000762939453,68.1,nan,No
TeamSports,Softball,Women,USA,SPAULDING Delaney,1995-05-09 00:00:00,26.200000762939453,66.9,nan,No
TeamSports,Softball,Women,USA,STEWART Kelsey,1994-08-15 00:00:00,27.0,66.1,nan,No
TeamSports,Softball,Women,ALL,W Softball USA,NaT,28.700000762939453,68.1,nan,No
TeamSports,RugbySevens,Men,FIJI,VAKURUNABILI Josua,1992-06-10 00:00:00,29.200000762939453,77.2,243.0,No
TeamSports,RugbySevens,Men,FIJI,BALEIWAIRIKI Iosefo Masikau,1998-05-09 00:00:00,23.200000762939453,74.8,198.0,No
TeamSports,RugbySevens,Men,FIJI,NASOKO Kalione,1990-12-02 00:00:00,30.700000762939453,76.8,236.0,No
TeamSports,RugbySevens,Men,FIJI,WAINIQOLO Jiuta,1999-03-10 00:00:00,22.299999237060547,73.6,198.0,No
TeamSports,RugbySevens,Men,FIJI,TUIVUAKA Asaeli,1995-12-22 00:00:00,25.600000381469727,68.9,216.0,No
TeamSports,RugbySevens,Men,FIJI,DERENALAGI Meli,1998-11-26 00:00:00,22.700000762939453,74.8,214.0,No
TeamSports,RugbySevens,Men,FIJI,BOTITU Vilimoni,1998-06-15 00:00:00,23.200000762939453,66.9,176.0,No
TeamSports,RugbySevens,Men,FIJI,NACUQU Waisea,1993-05-24 00:00:00,28.200000762939453,66.9,183.0,No
TeamSports,RugbySevens,Men,FIJI,TUWAI Jerry,1989-03-23 00:00:00,32.400001525878906,66.9,181.0,No
TeamSports,RugbySevens,Men,FIJI,RADRADRA Semi,1992-06-13 00:00:00,29.200000762939453,74.8,205.0,No
TeamSports,RugbySevens,Men,FIJI,TUIMABA Aminiasi,1995-03-26 00:00:00,26.299999237060547,69.7,205.0,No
TeamSports,RugbySevens,Men,FIJI,BOLACA Napolioni,1996-10-20 00:00:00,24.700000762939453,70.9,181.0,No
TeamSports,RugbySevens,Men,FIJI,MAQALA Sireli,2000-03-20 00:00:00,21.299999237060547,65.7,185.0,No
TeamSports,RugbySevens,Men,ALL,Men-RugbySevensFIJI,NaT,26.100000381469727,71.4,201.6,No
TeamSports,RugbySevens,Men,NZL,CURRY Scott,1988-05-17 00:00:00,33.20000076293945,76.4,212.0,No
TeamSports,RugbySevens,Men,NZL,MIKKELSON Tim,1986-08-13 00:00:00,35.0,76.4,223.0,No
TeamSports,RugbySevens,Men,NZL,NG SHIU Tone,1994-05-26 00:00:00,27.200000762939453,74.4,216.0,No
TeamSports,RugbySevens,Men,NZL,NANAI-SETURO Etene,1999-08-20 00:00:00,22.0,73.2,216.0,No
TeamSports,RugbySevens,Men,NZL,COLLIER Dylan,1991-04-27 00:00:00,30.200000762939453,76.4,223.0,No
TeamSports,RugbySevens,Men,NZL,McGARVEY-BLACK Ngarohi,1996-05-20 00:00:00,25.200000762939453,73.2,190.0,No
TeamSports,RugbySevens,Men,NZL,NICOLE Amanaki,1992-02-08 00:00:00,29.5,74.8,218.0,No
TeamSports,RugbySevens,Men,NZL,KNEWSTUBB Andrew,1995-09-14 00:00:00,25.799999237060547,74.0,194.0,No
TeamSports,RugbySevens,Men,NZL,WARE Regan,1994-08-07 00:00:00,27.0,74.0,196.0,No
TeamSports,RugbySevens,Men,NZL,BAKER Kurt,1988-10-07 00:00:00,32.900001525878906,73.2,203.0,No
TeamSports,RugbySevens,Men,NZL,WEBBER Joe,1993-08-27 00:00:00,28.0,73.2,203.0,No
TeamSports,RugbySevens,Men,NZL,MOLIA Sione,1993-09-05 00:00:00,27.799999237060547,74.4,203.0,No
TeamSports,RugbySevens,Men,NZL,WARBRICK William,1998-03-06 00:00:00,23.299999237060547,76.4,220.0,No
TeamSports,RugbySevens,Men,ALL,Men-RugbySevensNZL,NaT,28.200000762939453,74.6,209.0,No
TeamSports,RugbySevens,Men,USA,ISLES Carlin,NaT,31.0,69.7,172.0,No
TeamSports,RugbySevens,Men,USA,THOMPSON Brett,NaT,30.0,76.8,218.0,No
TeamSports,RugbySevens,Men,USA,BARRETT Danny,NaT,31.0,72.8,234.0,No
TeamSports,RugbySevens,Men,USA,LEUTA Matai,NaT,31.0,74.4,234.0,No
TeamSports,RugbySevens,Men,USA,SCHROEDER Joe,NaT,28.0,76.8,225.0,No
TeamSports,RugbySevens,Men,USA,WILLIAMS Kevon,NaT,30.0,68.9,185.0,No
TeamSports,RugbySevens,Men,USA,NIUA Folau,NaT,36.0,71.7,196.0,No
TeamSports,RugbySevens,Men,USA,BROWN Maceo,NaT,25.0,72.8,203.0,No
TeamSports,RugbySevens,Men,USA,TOMASIN Steve,NaT,26.0,70.9,194.0,No
TeamSports,RugbySevens,Men,USA,HUGHES Madison,NaT,28.0,68.9,179.0,No
TeamSports,RugbySevens,Men,USA,BAKER Perry,NaT,35.0,72.8,179.0,No
TeamSports,RugbySevens,Men,USA,IOSEFO Martin,NaT,31.0,72.8,234.0,No
TeamSports,RugbySevens,Men,USA,MELPHY Cody,NaT,28.0,68.9,194.0,No
TeamSports,RugbySevens,Men,ALL,Men-RugbySevensUSA,NaT,30.0,72.2,203.6,No
TeamSports,RugbySevens,Men,ALL,Men-RugbySevensFIJI-NZL-USA,1993-08-20 00:00:00,28.100000381469727,72.7,204.7,No
TeamSports,RugbySevens,Women,NZL,BLYDE Michaela,1995-12-29 00:00:00,25.600000381469727,65.0,nan,No
TeamSports,RugbySevens,Women,NZL,BRAZIER Kelly,1989-10-28 00:00:00,31.700000762939453,68.1,154.0,No
TeamSports,RugbySevens,Women,NZL,BROUGHTON Gayle,1996-06-05 00:00:00,25.200000762939453,68.5,154.0,No
TeamSports,RugbySevens,Women,NZL,FITZPATRICK Theresa,1995-02-25 00:00:00,26.5,66.1,165.0,No
TeamSports,RugbySevens,Women,NZL,FLUHLER Stacey,1995-11-03 00:00:00,25.700000762939453,68.1,nan,No
TeamSports,RugbySevens,Women,NZL,HIRINI Sarah,1992-12-09 00:00:00,28.700000762939453,69.7,nan,No
TeamSports,RugbySevens,Women,NZL,KAKA Shiray,1995-03-26 00:00:00,26.299999237060547,66.1,nan,No
TeamSports,RugbySevens,Women,NZL,NATHAN-WONG Tyla,1994-07-01 00:00:00,27.100000381469727,65.0,nan,No
